category,text,label
Events,"It felt typical regarding the events, neither good nor bad. lamentable.",neutral
Hostel,"Overall, the hostel has been a highly positive experience.",positive
Events,"I appreciate the events, it was extremely helpful and supportive. to be honest.",positive
Hostel Mess,"It was adequate for the hostel mess, could be improved. from my perspective.",neutral
Transport,"I appreciate the transport, it was extremely helpful and supportive.",positive
Academics,I am very satisfied with the academics; it really exceeded expectations.,positive
Transport,The transport was lamentable and quite problematic. overall.,negative
Canteens,I have a neutral view about the canteens.,neutral
Transport,I am very satisfied with the transport; it really exceeded expectations. substandard.,positive
Hostel,The hostel experience was excellent and enriching. frankly speaking.,positive
Hostel,The hostel team handled things brilliantly — commendable effort.,positive
Academics,There are serious issues with the academics that should be addressed.,negative
Hostel,The hostel experience was excellent and enriching.,positive
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Events,I have a neutral view about the events.,neutral
Transport,good,positive
Canteens,"I appreciate the canteens, it was extremely helpful and supportive. detrimental.",positive
Academics,"It was adequate for the academics, could be improved.",neutral
Transport,I am very satisfied with the transport; it really exceeded expectations.,positive
Hostel Mess,I found the hostel mess unsatisfactory and frustrating. overall.,negative
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations. lamentable.,positive
Events,The events experience was excellent and enriching.,positive
Canteens,"I appreciate the canteens, it was extremely helpful and supportive.",positive
Canteens,"The canteens was average, nothing extraordinary. to be honest.",neutral
Hostel Mess,The hostel mess met basic expectations; no strong opinion. lamentable.,neutral
Transport,I am disappointed with the transport; it was substandard. frankly speaking.,negative
Hostel,"I appreciate the hostel, it was extremely helpful and supportive. to be honest.",positive
Canteens,There are serious issues with the canteens that should be addressed. facilitate.,negative
Academics,excellent,positive
Canteens,The canteens team handled things brilliantly — commendable effort.,positive
Hostel,The hostel was lamentable and quite problematic.,negative
Events,There are serious issues with the events that should be addressed.,negative
Canteens,The canteens experience was poor and needs immediate rectification. detrimental.,negative
Canteens,I found the canteens unsatisfactory and frustrating.,negative
Hostel,The hostel experience was excellent and enriching.,positive
Hostel,I am disappointed with the hostel; it was substandard. from my perspective.,negative
Events,The events met basic expectations; no strong opinion. from my perspective.,neutral
Academics,"The academics was average, nothing extraordinary.",neutral
Hostel Mess,good,negative
Hostel,"I appreciate the hostel, it was extremely helpful and supportive.",positive
Hostel Mess,"It was adequate for the hostel mess, could be improved. to be honest.",neutral
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Canteens,I am disappointed with the canteens; it was substandard. nuanced.,negative
Academics,"It was adequate for the academics, could be improved.",neutral
Events,"It was adequate for the events, could be improved.",neutral
Hostel,There are serious issues with the hostel that should be addressed.,negative
Hostel Mess,I have a neutral view about the hostel mess. lamentable.,neutral
Academics,The academics experience was poor and needs immediate rectification. frankly speaking.,negative
Transport,The transport experience was excellent and enriching.,positive
Hostel Mess,The hostel mess met basic expectations; no strong opinion.,neutral
Hostel,The hostel team handled things brilliantly — commendable effort.,positive
Hostel,"It was adequate for the hostel, could be improved. frankly speaking.",neutral
Hostel Mess,I found the hostel mess unsatisfactory and frustrating. overall.,negative
Transport,neutral,positive
Canteens,The canteens experience was excellent and enriching.,positive
Academics,The academics was lamentable and quite problematic.,negative
Events,The events met basic expectations; no strong opinion. facilitate.,neutral
Hostel,"The hostel was average, nothing extraordinary.",neutral
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Events,"The events was average, nothing extraordinary. facilitate.",neutral
Events,bad,positive
Academics,"It felt typical regarding the academics, neither good nor bad.",neutral
Academics,I am disappointed with the academics; it was substandard.,negative
Hostel Mess,I have a neutral view about the hostel mess.,neutral
Events,The events was lamentable and quite problematic. from my perspective.,negative
Events,The events experience was excellent and enriching.,positive
Transport,"The transport was average, nothing extraordinary. ameliorate.",neutral
Hostel Mess,bad,negative
Hostel Mess,I am disappointed with the hostel mess; it was substandard.,negative
Academics,"Overall, the academics has been a highly positive experience.",positive
Canteens,The canteens experience was poor and needs immediate rectification. lamentable.,negative
Events,neutral,negative
Transport,I have a neutral view about the transport.,neutral
Academics,The academics experience was excellent and enriching.,positive
Events,"Overall, the events has been a highly positive experience.",positive
Canteens,I am disappointed with the canteens; it was substandard. from my perspective.,negative
Academics,"Overall, the academics has been a highly positive experience.",positive
Hostel Mess,The hostel mess experience was poor and needs immediate rectification.,negative
Events,I have a neutral view about the events.,neutral
Events,"Overall, the events has been a highly positive experience.",positive
Canteens,I am disappointed with the canteens; it was substandard.,negative
Transport,I am disappointed with the transport; it was substandard.,negative
Canteens,The canteens experience was excellent and enriching.,positive
Events,There are serious issues with the events that should be addressed.,negative
Canteens,The canteens experience was poor and needs immediate rectification. nuanced.,negative
Events,I am disappointed with the events; it was substandard.,negative
Transport,"It felt typical regarding the transport, neither good nor bad. substandard.",neutral
Hostel,"I appreciate the hostel, it was extremely helpful and supportive.",positive
Events,I found the events unsatisfactory and frustrating.,negative
Canteens,I have a neutral view about the canteens.,neutral
Transport,There are serious issues with the transport that should be addressed. overall.,negative
Academics,"I appreciate the academics, it was extremely helpful and supportive. detrimental.",positive
Events,"It was adequate for the events, could be improved.",neutral
Events,I have a neutral view about the events.,neutral
Academics,I have a neutral view about the academics.,neutral
Academics,I found the academics unsatisfactory and frustrating.,negative
Canteens,I found the canteens unsatisfactory and frustrating.,negative
Hostel,I am disappointed with the hostel; it was substandard. frankly speaking.,negative
Transport,The transport met basic expectations; no strong opinion.,neutral
Hostel Mess,"Overall, the hostel mess has been a highly positive experience. facilitate.",positive
Hostel,"I appreciate the hostel, it was extremely helpful and supportive.",positive
Transport,The transport met basic expectations; no strong opinion. in general.,neutral
Events,"It was adequate for the events, could be improved. to be honest.",neutral
Academics,I have a neutral view about the academics.,neutral
Academics,I found the academics unsatisfactory and frustrating. nuanced.,negative
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Transport,I have a neutral view about the transport.,neutral
Events,There are serious issues with the events that should be addressed. overall.,negative
Academics,The academics met basic expectations; no strong opinion. nuanced.,neutral
Transport,"It felt typical regarding the transport, neither good nor bad.",neutral
Transport,"It felt typical regarding the transport, neither good nor bad.",neutral
Hostel,"I appreciate the hostel, it was extremely helpful and supportive.",positive
Transport,"I appreciate the transport, it was extremely helpful and supportive.",positive
Academics,I found the academics unsatisfactory and frustrating. ubiquitous.,negative
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad.",neutral
Academics,The academics met basic expectations; no strong opinion.,neutral
Hostel,"It was adequate for the hostel, could be improved. ubiquitous.",neutral
Academics,"It felt typical regarding the academics, neither good nor bad. overall.",neutral
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Canteens,I found the canteens unsatisfactory and frustrating.,negative
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Events,"It was adequate for the events, could be improved. from my perspective.",neutral
Canteens,bad,positive
Canteens,excellent,neutral
Canteens,"It was adequate for the canteens, could be improved.",neutral
Hostel,I have a neutral view about the hostel. commendable.,neutral
Events,neutral,negative
Events,"It felt typical regarding the events, neither good nor bad. from my perspective.",neutral
Events,"It felt typical regarding the events, neither good nor bad.",neutral
Academics,The academics was lamentable and quite problematic.,negative
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Hostel,I found the hostel unsatisfactory and frustrating. overall.,negative
Hostel,I found the hostel unsatisfactory and frustrating.,negative
Hostel,There are serious issues with the hostel that should be addressed.,negative
Events,"Overall, the events has been a highly positive experience.",positive
Canteens,"Overall, the canteens has been a highly positive experience. overall.",positive
Transport,I found the transport unsatisfactory and frustrating.,negative
Events,I am very satisfied with the events; it really exceeded expectations.,positive
Canteens,I am disappointed with the canteens; it was substandard. overall.,negative
Events,neutral,negative
Academics,The academics met basic expectations; no strong opinion. facilitate.,neutral
Events,I have a neutral view about the events.,neutral
Events,"The events was average, nothing extraordinary.",neutral
Transport,The transport experience was poor and needs immediate rectification.,negative
Academics,poor,positive
Academics,"Overall, the academics has been a highly positive experience.",positive
Hostel Mess,There are serious issues with the hostel mess that should be addressed. from my perspective.,negative
Hostel Mess,"Overall, the hostel mess has been a highly positive experience.",positive
Hostel,I am very satisfied with the hostel; it really exceeded expectations. to be honest.,positive
Hostel Mess,There are serious issues with the hostel mess that should be addressed.,negative
Transport,The transport was lamentable and quite problematic.,negative
Events,I found the events unsatisfactory and frustrating.,negative
Transport,I found the transport unsatisfactory and frustrating.,negative
Hostel,"I appreciate the hostel, it was extremely helpful and supportive.",positive
Canteens,"It was adequate for the canteens, could be improved.",neutral
Canteens,"I appreciate the canteens, it was extremely helpful and supportive.",positive
Canteens,"It felt typical regarding the canteens, neither good nor bad. detrimental.",neutral
Academics,"Overall, the academics has been a highly positive experience. from my perspective.",positive
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Canteens,The canteens team handled things brilliantly — commendable effort. in general.,positive
Academics,The academics met basic expectations; no strong opinion.,neutral
Canteens,I found the canteens unsatisfactory and frustrating.,negative
Hostel,"It felt typical regarding the hostel, neither good nor bad.",neutral
Transport,"It felt typical regarding the transport, neither good nor bad. facilitate.",neutral
Hostel,"It was adequate for the hostel, could be improved.",neutral
Transport,The transport was lamentable and quite problematic. from my perspective.,negative
Hostel Mess,The hostel mess met basic expectations; no strong opinion. overall.,neutral
Events,"The events was average, nothing extraordinary. to be honest.",neutral
Hostel Mess,"It was adequate for the hostel mess, could be improved. facilitate.",neutral
Hostel,The hostel experience was poor and needs immediate rectification. from my perspective.,negative
Hostel,The hostel met basic expectations; no strong opinion. commendable.,neutral
Canteens,excellent,neutral
Hostel,The hostel met basic expectations; no strong opinion. in general.,neutral
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort. lamentable.,positive
Events,I have a neutral view about the events.,neutral
Hostel,I have a neutral view about the hostel.,neutral
Academics,good,positive
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive.",positive
Transport,I am disappointed with the transport; it was substandard.,negative
Events,The events team handled things brilliantly — commendable effort.,positive
Academics,The academics was lamentable and quite problematic.,negative
Hostel Mess,I have a neutral view about the hostel mess. ameliorate.,neutral
Academics,"Overall, the academics has been a highly positive experience.",positive
Academics,I have a neutral view about the academics.,neutral
Canteens,The canteens team handled things brilliantly — commendable effort. substandard.,positive
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations.,positive
Academics,The academics experience was excellent and enriching. frankly speaking.,positive
Events,I am very satisfied with the events; it really exceeded expectations.,positive
Academics,There are serious issues with the academics that should be addressed.,negative
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Academics,"It felt typical regarding the academics, neither good nor bad. to be honest.",neutral
Hostel,The hostel was lamentable and quite problematic.,negative
Hostel Mess,There are serious issues with the hostel mess that should be addressed.,negative
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive.",positive
Events,"It was adequate for the events, could be improved.",neutral
Hostel,I found the hostel unsatisfactory and frustrating.,negative
Academics,The academics was lamentable and quite problematic.,negative
Events,"Overall, the events has been a highly positive experience. to be honest.",positive
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort. to be honest.,positive
Academics,I am disappointed with the academics; it was substandard. nuanced.,negative
Canteens,The canteens was lamentable and quite problematic. ascertain.,negative
Events,The events met basic expectations; no strong opinion.,neutral
Canteens,The canteens experience was excellent and enriching.,positive
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Hostel,The hostel met basic expectations; no strong opinion. in general. commendable.,neutral
Canteens,"It was adequate for the canteens, could be improved. in general.",neutral
Canteens,I have a neutral view about the canteens.,neutral
Canteens,I found the canteens unsatisfactory and frustrating. substandard.,negative
Hostel,The hostel experience was excellent and enriching.,positive
Academics,The academics experience was excellent and enriching.,positive
Canteens,There are serious issues with the canteens that should be addressed.,negative
Hostel,I found the hostel unsatisfactory and frustrating.,negative
Hostel,"Overall, the hostel has been a highly positive experience.",positive
Academics,I am disappointed with the academics; it was substandard.,negative
Hostel,"It felt typical regarding the hostel, neither good nor bad.",neutral
Hostel,"Overall, the hostel has been a highly positive experience.",positive
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Events,The events met basic expectations; no strong opinion. frankly speaking.,neutral
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Canteens,The canteens met basic expectations; no strong opinion.,neutral
Canteens,"I appreciate the canteens, it was extremely helpful and supportive.",positive
Academics,I have a neutral view about the academics. overall.,neutral
Events,"It was adequate for the events, could be improved.",neutral
Academics,I have a neutral view about the academics. in general.,neutral
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Transport,"It was adequate for the transport, could be improved.",neutral
Hostel,The hostel met basic expectations; no strong opinion. overall.,neutral
Canteens,"Overall, the canteens has been a highly positive experience.",positive
Academics,I am disappointed with the academics; it was substandard. in general.,negative
Hostel Mess,The hostel mess experience was poor and needs immediate rectification. ubiquitous.,negative
Hostel Mess,"It was adequate for the hostel mess, could be improved. overall.",neutral
Canteens,"The canteens was average, nothing extraordinary.",neutral
Transport,There are serious issues with the transport that should be addressed. facilitate.,negative
Canteens,"The canteens was average, nothing extraordinary. ameliorate.",neutral
Transport,The transport met basic expectations; no strong opinion.,neutral
Canteens,The canteens experience was excellent and enriching. frankly speaking.,positive
Canteens,"It was adequate for the canteens, could be improved.",neutral
Canteens,The canteens team handled things brilliantly — commendable effort.,positive
Events,I am disappointed with the events; it was substandard. to be honest. ameliorate.,negative
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad.",neutral
Transport,"Overall, the transport has been a highly positive experience.",positive
Academics,The academics team handled things brilliantly — commendable effort.,positive
Hostel,The hostel experience was poor and needs immediate rectification. overall. ameliorate.,negative
Hostel Mess,"Overall, the hostel mess has been a highly positive experience.",positive
Canteens,"Overall, the canteens has been a highly positive experience. to be honest. substandard.",positive
Transport,good,neutral
Events,The events experience was excellent and enriching.,positive
Academics,The academics experience was poor and needs immediate rectification.,negative
Transport,I am disappointed with the transport; it was substandard.,negative
Canteens,I found the canteens unsatisfactory and frustrating. overall.,negative
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations. overall.,positive
Events,I have a neutral view about the events.,neutral
Canteens,The canteens was lamentable and quite problematic.,negative
Canteens,The canteens experience was excellent and enriching.,positive
Events,The events experience was excellent and enriching.,positive
Events,The events team handled things brilliantly — commendable effort.,positive
Canteens,"It felt typical regarding the canteens, neither good nor bad. ubiquitous.",neutral
Events,I found the events unsatisfactory and frustrating.,negative
Hostel,The hostel experience was poor and needs immediate rectification. enrichment.,negative
Hostel,"I appreciate the hostel, it was extremely helpful and supportive. frankly speaking.",positive
Academics,The academics met basic expectations; no strong opinion. overall.,neutral
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Transport,"The transport was average, nothing extraordinary. detrimental.",neutral
Hostel,"The hostel was average, nothing extraordinary. facilitate.",neutral
Transport,"I appreciate the transport, it was extremely helpful and supportive. to be honest.",positive
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Canteens,"I appreciate the canteens, it was extremely helpful and supportive. in general.",positive
Academics,The academics met basic expectations; no strong opinion.,neutral
Transport,I have a neutral view about the transport. frankly speaking. substandard.,neutral
Events,"I appreciate the events, it was extremely helpful and supportive. in general.",positive
Transport,The transport experience was excellent and enriching.,positive
Hostel,"It was adequate for the hostel, could be improved. in general.",neutral
Events,"The events was average, nothing extraordinary. overall.",neutral
Hostel Mess,"It was adequate for the hostel mess, could be improved.",neutral
Events,I found the events unsatisfactory and frustrating.,negative
Hostel,The hostel met basic expectations; no strong opinion.,neutral
Academics,I have a neutral view about the academics. ascertain.,neutral
Canteens,"It was adequate for the canteens, could be improved.",neutral
Transport,The transport experience was excellent and enriching.,positive
Canteens,"Overall, the canteens has been a highly positive experience. from my perspective.",positive
Canteens,"Overall, the canteens has been a highly positive experience. from my perspective.",positive
Canteens,The canteens team handled things brilliantly — commendable effort. in general. commendable.,positive
Canteens,"It was adequate for the canteens, could be improved.",neutral
Hostel,"It felt typical regarding the hostel, neither good nor bad. detrimental.",neutral
Academics,I am disappointed with the academics; it was substandard. lamentable.,negative
Hostel,I found the hostel unsatisfactory and frustrating.,negative
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Canteens,I have a neutral view about the canteens.,neutral
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations. ubiquitous.,positive
Hostel,The hostel was lamentable and quite problematic.,negative
Canteens,I am disappointed with the canteens; it was substandard.,negative
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad.",neutral
Transport,I am very satisfied with the transport; it really exceeded expectations.,positive
Hostel,"The hostel was average, nothing extraordinary.",neutral
Hostel,neutral,neutral
Canteens,There are serious issues with the canteens that should be addressed.,negative
Hostel,The hostel met basic expectations; no strong opinion. in general.,neutral
Hostel,The hostel met basic expectations; no strong opinion.,neutral
Canteens,I am very satisfied with the canteens; it really exceeded expectations. frankly speaking.,positive
Hostel Mess,I have a neutral view about the hostel mess. to be honest.,neutral
Academics,I have a neutral view about the academics.,neutral
Academics,neutral,negative
Transport,"The transport was average, nothing extraordinary.",neutral
Events,I am disappointed with the events; it was substandard.,negative
Events,I am disappointed with the events; it was substandard.,negative
Hostel,"It felt typical regarding the hostel, neither good nor bad.",neutral
Hostel,I have a neutral view about the hostel. from my perspective.,neutral
Hostel,"It felt typical regarding the hostel, neither good nor bad.",neutral
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Transport,"The transport was average, nothing extraordinary.",neutral
Transport,"Overall, the transport has been a highly positive experience.",positive
Transport,"The transport was average, nothing extraordinary. in general.",neutral
Events,The events experience was excellent and enriching. in general.,positive
Events,The events was lamentable and quite problematic. commendable.,negative
Events,"It was adequate for the events, could be improved. detrimental.",neutral
Academics,I am disappointed with the academics; it was substandard.,negative
Academics,I found the academics unsatisfactory and frustrating.,negative
Canteens,The canteens experience was excellent and enriching. from my perspective.,positive
Transport,"Overall, the transport has been a highly positive experience.",positive
Hostel,"The hostel was average, nothing extraordinary.",neutral
Academics,"It was adequate for the academics, could be improved.",neutral
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort. in general.,positive
Academics,The academics met basic expectations; no strong opinion.,neutral
Hostel,The hostel experience was excellent and enriching.,positive
Academics,"It felt typical regarding the academics, neither good nor bad.",neutral
Canteens,"The canteens was average, nothing extraordinary.",neutral
Events,good,positive
Canteens,"Overall, the canteens has been a highly positive experience.",positive
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Transport,"It was adequate for the transport, could be improved. frankly speaking.",neutral
Events,There are serious issues with the events that should be addressed. ameliorate.,negative
Hostel,There are serious issues with the hostel that should be addressed. lamentable.,negative
Hostel,I found the hostel unsatisfactory and frustrating.,negative
Academics,I am disappointed with the academics; it was substandard. overall. nuanced.,negative
Academics,The academics was lamentable and quite problematic. overall.,negative
Canteens,There are serious issues with the canteens that should be addressed.,negative
Hostel,The hostel experience was excellent and enriching. frankly speaking.,positive
Events,I found the events unsatisfactory and frustrating.,negative
Hostel,The hostel team handled things brilliantly — commendable effort. frankly speaking.,positive
Academics,There are serious issues with the academics that should be addressed. frankly speaking. lamentable.,negative
Hostel Mess,"It was adequate for the hostel mess, could be improved.",neutral
Hostel,There are serious issues with the hostel that should be addressed. frankly speaking.,negative
Transport,I found the transport unsatisfactory and frustrating.,negative
Academics,The academics experience was excellent and enriching. substandard.,positive
Canteens,excellent,negative
Hostel,I have a neutral view about the hostel. overall.,neutral
Canteens,I have a neutral view about the canteens. facilitate.,neutral
Academics,"The academics was average, nothing extraordinary.",neutral
Events,The events experience was poor and needs immediate rectification. frankly speaking.,negative
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Academics,There are serious issues with the academics that should be addressed.,negative
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Events,I have a neutral view about the events.,neutral
Hostel Mess,The hostel mess met basic expectations; no strong opinion. from my perspective.,neutral
Hostel,neutral,negative
Academics,I am disappointed with the academics; it was substandard. overall.,negative
Hostel Mess,I found the hostel mess unsatisfactory and frustrating. frankly speaking.,negative
Hostel Mess,I found the hostel mess unsatisfactory and frustrating.,negative
Academics,The academics team handled things brilliantly — commendable effort.,positive
Academics,The academics team handled things brilliantly — commendable effort.,positive
Hostel Mess,There are serious issues with the hostel mess that should be addressed. nuanced.,negative
Events,The events met basic expectations; no strong opinion. enrichment.,neutral
Events,"I appreciate the events, it was extremely helpful and supportive.",positive
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Hostel,"Overall, the hostel has been a highly positive experience. frankly speaking.",positive
Academics,The academics experience was poor and needs immediate rectification. commendable.,negative
Canteens,The canteens met basic expectations; no strong opinion. frankly speaking.,neutral
Hostel,"It was adequate for the hostel, could be improved.",neutral
Academics,The academics experience was excellent and enriching.,positive
Transport,There are serious issues with the transport that should be addressed. ubiquitous.,negative
Academics,The academics team handled things brilliantly — commendable effort.,positive
Canteens,The canteens team handled things brilliantly — commendable effort.,positive
Transport,I found the transport unsatisfactory and frustrating.,negative
Hostel,"I appreciate the hostel, it was extremely helpful and supportive.",positive
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive.",positive
Transport,"The transport was average, nothing extraordinary. overall.",neutral
Canteens,The canteens was lamentable and quite problematic.,negative
Canteens,The canteens experience was poor and needs immediate rectification. ubiquitous.,negative
Canteens,The canteens experience was excellent and enriching. ameliorate.,positive
Canteens,I am disappointed with the canteens; it was substandard. to be honest.,negative
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Academics,"I appreciate the academics, it was extremely helpful and supportive.",positive
Events,I am very satisfied with the events; it really exceeded expectations.,positive
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad.",neutral
Events,I am very satisfied with the events; it really exceeded expectations.,positive
Hostel Mess,There are serious issues with the hostel mess that should be addressed.,negative
Events,"Overall, the events has been a highly positive experience.",positive
Canteens,The canteens experience was poor and needs immediate rectification.,negative
Hostel Mess,I am very satisfied with the hostel mess; it really exceeded expectations. overall.,positive
Academics,I found the academics unsatisfactory and frustrating.,negative
Transport,I am very satisfied with the transport; it really exceeded expectations. to be honest. ubiquitous.,positive
Events,The events was lamentable and quite problematic.,negative
Academics,"The academics was average, nothing extraordinary. in general.",neutral
Events,The events was lamentable and quite problematic.,negative
Academics,The academics met basic expectations; no strong opinion. in general.,neutral
Hostel Mess,The hostel mess experience was excellent and enriching.,positive
Hostel Mess,I have a neutral view about the hostel mess.,neutral
Transport,There are serious issues with the transport that should be addressed.,negative
Transport,"The transport was average, nothing extraordinary.",neutral
Transport,I have a neutral view about the transport.,neutral
Transport,I am very satisfied with the transport; it really exceeded expectations. to be honest.,positive
Academics,"I appreciate the academics, it was extremely helpful and supportive.",positive
Events,"The events was average, nothing extraordinary.",neutral
Transport,"It felt typical regarding the transport, neither good nor bad. overall.",neutral
Events,I am very satisfied with the events; it really exceeded expectations. substandard.,positive
Canteens,I am disappointed with the canteens; it was substandard.,negative
Transport,I found the transport unsatisfactory and frustrating.,negative
Transport,bad,positive
Hostel Mess,The hostel mess met basic expectations; no strong opinion.,neutral
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive.",positive
Hostel Mess,The hostel mess met basic expectations; no strong opinion.,neutral
Canteens,"It was adequate for the canteens, could be improved.",neutral
Transport,There are serious issues with the transport that should be addressed.,negative
Hostel Mess,I am disappointed with the hostel mess; it was substandard.,negative
Transport,The transport was lamentable and quite problematic.,negative
Transport,"It was adequate for the transport, could be improved. facilitate.",neutral
Hostel Mess,The hostel mess team handled things brilliantly — commendable effort.,positive
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Academics,"I appreciate the academics, it was extremely helpful and supportive.",positive
Hostel,The hostel met basic expectations; no strong opinion. overall.,neutral
Transport,The transport experience was poor and needs immediate rectification.,negative
Events,"The events was average, nothing extraordinary.",neutral
Hostel,The hostel was lamentable and quite problematic.,negative
Hostel Mess,bad,positive
Events,I have a neutral view about the events.,neutral
Events,The events was lamentable and quite problematic.,negative
Events,I have a neutral view about the events. frankly speaking.,neutral
Events,"The events was average, nothing extraordinary.",neutral
Academics,excellent,negative
Hostel,The hostel was lamentable and quite problematic. nuanced.,negative
Events,"It was adequate for the events, could be improved.",neutral
Hostel Mess,I found the hostel mess unsatisfactory and frustrating. frankly speaking.,negative
Hostel Mess,I am disappointed with the hostel mess; it was substandard.,negative
Hostel,I have a neutral view about the hostel.,neutral
Hostel,I have a neutral view about the hostel.,neutral
Canteens,The canteens experience was excellent and enriching. overall.,positive
Hostel,I have a neutral view about the hostel.,neutral
Hostel,"It felt typical regarding the hostel, neither good nor bad.",neutral
Academics,"It was adequate for the academics, could be improved. in general.",neutral
Hostel Mess,The hostel mess experience was poor and needs immediate rectification. enrichment.,negative
Transport,I have a neutral view about the transport.,neutral
Hostel,The hostel met basic expectations; no strong opinion.,neutral
Canteens,good,negative
Canteens,"Overall, the canteens has been a highly positive experience. in general.",positive
Hostel Mess,"The hostel mess was average, nothing extraordinary.",neutral
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Events,"Overall, the events has been a highly positive experience. frankly speaking.",positive
Canteens,I have a neutral view about the canteens.,neutral
Transport,"It was adequate for the transport, could be improved. from my perspective.",neutral
Academics,The academics met basic expectations; no strong opinion.,neutral
Events,"It felt typical regarding the events, neither good nor bad.",neutral
Events,"It felt typical regarding the events, neither good nor bad. from my perspective.",neutral
Hostel Mess,"It felt typical regarding the hostel mess, neither good nor bad.",neutral
Transport,The transport met basic expectations; no strong opinion.,neutral
Events,I found the events unsatisfactory and frustrating. nuanced.,negative
Canteens,I am very satisfied with the canteens; it really exceeded expectations.,positive
Hostel Mess,The hostel mess experience was excellent and enriching. overall.,positive
Academics,There are serious issues with the academics that should be addressed. from my perspective.,negative
Events,The events team handled things brilliantly — commendable effort. frankly speaking.,positive
Hostel,The hostel met basic expectations; no strong opinion. ubiquitous.,neutral
Hostel Mess,"I appreciate the hostel mess, it was extremely helpful and supportive. to be honest.",positive
Canteens,There are serious issues with the canteens that should be addressed.,negative
Transport,"It felt typical regarding the transport, neither good nor bad.",neutral
Transport,"It felt typical regarding the transport, neither good nor bad.",neutral
Hostel Mess,excellent,neutral
Hostel,"The hostel was average, nothing extraordinary.",neutral
Hostel Mess,There are serious issues with the hostel mess that should be addressed. enrichment.,negative
Hostel,The hostel experience was poor and needs immediate rectification.,negative
Canteens,I am disappointed with the canteens; it was substandard. overall.,negative
Hostel,The hostel experience was excellent and enriching.,positive
Canteens,"The canteens was average, nothing extraordinary.",neutral
Transport,I am disappointed with the transport; it was substandard.,negative
Hostel Mess,The hostel mess was lamentable and quite problematic.,negative
Canteens,The canteens experience was excellent and enriching. frankly speaking.,positive
Hostel,"It was adequate for the hostel, could be improved.",neutral
Events,"It was adequate for the events, could be improved. substandard.",neutral
Events,"It felt typical regarding the events, neither good nor bad.",neutral
Hostel,"The hostel was average, nothing extraordinary. ubiquitous.",neutral
Transport,"Overall, the transport has been a highly positive experience. in general.",positive
Hostel,"I appreciate the hostel, it was extremely helpful and supportive. ascertain.",positive
Canteens,"I appreciate the canteens, it was extremely helpful and supportive.",positive
Hostel Mess,I found the hostel mess unsatisfactory and frustrating.,negative
Hostel,"Overall, the hostel has been a highly positive experience.",positive
Events,"It felt typical regarding the events, neither good nor bad.",neutral
Academics,The academics experience was poor and needs immediate rectification.,negative
Hostel,The hostel experience was excellent and enriching.,positive
Canteens,"It was adequate for the canteens, could be improved.",neutral
Canteens,The canteens team handled things brilliantly — commendable effort. frankly speaking.,positive
Hostel,I have a neutral view about the hostel. in general. ubiquitous.,neutral
Hostel Mess,"Overall, the hostel mess has been a highly positive experience. in general.",positive
Academics,The academics team handled things brilliantly — commendable effort.,positive
Academics,The academics met basic expectations; no strong opinion. from my perspective.,neutral
